doc_index,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,doc_id,article_id,title,year,source_database,genus_raw,genus_for_stm,mentioned_genera,region_for_stm,subtribe_for_stm,article_region_assignment,article_subtribe_assignment,studied_genera,n_studied_genera,journal,doi
1,0.14271841197693327,0.0024235902924246854,0.004683352915361904,0.2501759351069663,0.018645026809528755,0.563069558611001,0.011086145909072441,0.0034646287116469232,9.09525828827813e-4,0.002823823838237226,1,1,"Nuclear mitochondrial DNA: An Achilles' heel of molecular systematics, phylogenetics, and phylogeographic studies of stingless bees",2012,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,APIDOLOGIE,10.1007/s13592-012-0122-4
2,0.001340084506063539,0.002511169277751263,0.9827354791342211,7.005350099495398e-4,2.9715160254475427e-5,0.0029927780813721262,0.0038781960931112114,0.0026006592453114634,0.0027630734682232744,4.483100237423261e-4,2,2,"Detection, replication and quantification of deformed wing virus-A, deformed wing virus-B, and black queen cell virus in the endemic stingless bee, Melipona colimana, from Jalisco, Mexico",2021,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,INTERNATIONAL JOURNAL OF TROPICAL INSECT SCIENCE,10.1007/s42690-020-00320-7
3,0.19406872363771016,7.390224688170952e-6,0.00213632123701956,9.330210922208264e-4,0.002267546974086211,0.0073898739628965185,0.7780091062525907,0.012122552161146515,4.464111151210631e-4,0.002619053342520596,3,3,"Pleistocene climate changes shaped the population structure of Partamona seridoensis (Apidae, Meliponini), an endemic stingless bee from the Neotropical dry forest",2017,Scopus,Partamona,Partamona,Partamona,Neotropical,Meliponina,Neotropical,Meliponina,Partamona,1,PLOS ONE,10.1371/journal.pone.0175725
4,0.0031679428491962723,7.222301069166159e-4,0.004885303476020994,0.0025602695669581722,0.003392211121216992,0.5993908280170225,0.09774273231060057,0.002609920457040919,0.0012746998018798232,0.28425386229314725,4,4,Mitochondrial DNA polymorphism among populations of melipona quadrifasciata quadrifasciata lepeletier (Apidae: Meliponini) from Southern Brazil; [Polimorfi smo do DNA mitocondrial entre populações de melipona quadrifasciata quadrifasciata Lepeletier (Apidae: Meliponini) do Sul do Brasil],2009,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,NEOTROPICAL ENTOMOLOGY,10.1590/s1519-566x2009000200007
5,0.0021996785185822375,0.5621068242376235,0.4040377045645762,0.0033038808718769412,6.538191669031215e-4,0.005417449461543784,4.772452066881056e-4,0.006147839379715347,0.013807340271052631,0.001848218321438336,5,5,"Honey characterization and identification of fructophilic lactic acid bacteria of fresh samples from Melipona beecheii, Scaptotrigona pectoralis, Plebeia llorentei, and Plebeia jatiformis hives",2023,Scopus,Multiple,Multiple,Melipona; Plebeia; Scaptotrigona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona; Plebeia; Scaptotrigona,3,FRONTIERS IN SUSTAINABLE FOOD SYSTEMS,10.3389/fsufs.2023.1113920
6,0.012498547373581434,0.0026636624702514673,0.012594267667928231,0.008580970460793895,4.2391776511918215e-4,0.7984427816278251,0.10291489766048625,0.0011396322915074404,0.04989088011877467,0.010850442563732177,6,6,"Stingless bees (Hymenoptera: Apidae) in South and West Sulawesi, Indonesia: morphology, nest structure, and molecular characteristics",2021,Scopus,Multiple,Multiple,Lepidotrigona; Tetragonula; Wallacetrigona,Indo-Australasian,Hypotrigonina,Indo-Australasian,Hypotrigonina,Lepidotrigona; Tetragonula; Wallacetrigona,3,JOURNAL OF APICULTURAL RESEARCH,10.1080/00218839.2020.1816272
7,0.0056920528600154525,0.010589674955594241,0.33006179749593023,0.05880309864820342,3.9450283611481925e-5,0.5742727915532222,0.014994318966596297,0.0011783226885042344,0.0031244445179523486,0.0012440480303700873,7,7,TAXONOMIC STATUS OF STINGLESS BEE LEPIDOTRIGONA ARCIFERA (HYMENOPTERA: MELIPONINI) FROM THE SOUTHWEST CHINA - TIBETAN PLATEAU,2024,Scopus,Lepidotrigona,Other_rare_genera,Lepidotrigona,Indo-Australasian,Hypotrigonina,Indo-Australasian,Hypotrigonina,Lepidotrigona,1,JOURNAL OF APICULTURAL SCIENCE,10.2478/jas-2024-0008
8,0.43210882643554627,2.613488024390234e-4,0.004654541766784695,0.027184473777980164,0.0017803931500443408,0.012134821424254844,0.3896379148561905,0.12950463109138272,0.0016375378633638527,0.0010955108320139207,8,8,"Gene Flow Between Populations With Highly Divergent Mitogenomes in the Australian Stingless Bee, Tetragonula hockingsi",2024,Scopus,Tetragonula,Tetragonula,Tetragonula,Indo-Australasian,Hypotrigonina,Indo-Australasian,Hypotrigonina,Tetragonula,1,ECOLOGY AND EVOLUTION,10.1002/ece3.70475
9,0.006685794939798599,4.1849453885745187e-4,2.154119928444633e-4,0.0042109152232577985,0.9771164946788137,0.0025431981779986865,0.0020703453386911336,0.002091814283544714,6.965860816239565e-4,0.003950944744570051,9,9,Repetitive DNAs in Melipona scutellaris (Hymenoptera: Apidae: Meliponidae): chromosomal distribution and test of multiple heterochromatin amplification in the genus,2018,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,APIDOLOGIE,10.1007/s13592-018-0577-z
10,0.0032373209967361,4.6732276953020225e-4,1.5285523383202088e-4,0.0015286503649866022,0.9773858019740983,0.0022674421247135786,0.0019351750621344457,0.0016394762437639432,7.630030912406957e-4,0.010622952138964492,10,10,Comparative molecular cytogenetics of Melipona Illiger species (Hymenoptera: Apidae),2018,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,SOCIOBIOLOGY,10.13102/sociobiology.v65i4.3480
11,0.005515548032654894,4.6116827438660716e-4,0.00111928393723462,0.9821515546367714,0.002300835704196175,0.006091852884852314,3.048721274552651e-4,0.0019615477821393317,6.401701575158159e-5,2.9319604557322923e-5,11,11,"The Mitochondrial Genome of Melipona fasciculata (Apidae, Meliponini): Genome Organization and Comparative Analyses, Phylogenetic Implications and Divergence Time Estimations",2025,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,BIOCHEMICAL GENETICS,10.1007/s10528-024-10991-3
12,0.004857146942386884,0.005893676873041171,0.03452648758530497,0.14470073257095198,0.0019190159838645654,0.06572008259879855,0.004756314824142547,0.6863790783603411,0.04706719782413938,0.004180266437028683,12,12,"Insights into the Melipona scutellaris (Hymenoptera, Apidae, Meliponini) fat body transcriptome",2013,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572013000200022
13,0.003908572875698703,2.546505659478967e-4,9.232509027061689e-5,0.0013428763454347047,0.9881863356009875,0.0010583156156705846,0.0010044462285872056,9.708051169392574e-4,4.962582391684237e-4,0.002685414321295213,13,13,Comparative cytogenetics in three Melipona species (Hymenoptera: Apidae) with two divergent heterochromatic patterns,2018,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,GENETICS AND MOLECULAR BIOLOGY,10.1590/1678-4685-gmb-2017-0330
14,0.23459331581750512,0.0013380845729490428,0.16867805288403737,0.01910966529928978,0.007177891142629415,0.24037129250541422,0.3095018747189299,0.00580211539649161,0.003499629511828717,0.009928078150925064,14,14,Barcoding stingless bees: Genetic diversity of the economically important genus Scaptotrigona in Mesoamerica,2013,Scopus,Scaptotrigona,Scaptotrigona,Scaptotrigona,Neotropical,Meliponina,Neotropical,Meliponina,Scaptotrigona,1,APIDOLOGIE,10.1007/s13592-012-0146-9
15,0.0035140481740500063,3.501245764031241e-7,7.618373942570046e-4,6.913214266062488e-5,1.9649517330258334e-4,0.0033213375227056263,0.9875233804758949,0.0010834271252278948,5.625628809308751e-5,0.00347373557923224,15,15,"Exploring genetic and morphometric variations in Partamona ailyae, a widely distributed neotropical stingless bee of South America",2025,Scopus,Partamona,Partamona,Partamona,Neotropical,Meliponina,Neotropical,Meliponina,Partamona,1,JOURNAL OF INSECT CONSERVATION,10.1007/s10841-025-00687-3
16,0.31526601627982026,2.2810241628587087e-5,0.003852492749289366,0.0012921254399249008,0.004602443332777187,0.010392623416138428,0.6448505159751982,0.015169822041235192,7.777536935230568e-4,0.0037733968304645765,16,16,Unveiling the Genetic Structure and Ecological Niche Diversification of the Stingless Bee Tetragonisca angustula (Meliponini) in Peruvian Amazon,2025,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,Neotropical,Meliponina,Neotropical,Meliponina,Tetragonisca,1,JOURNAL OF BIOGEOGRAPHY,10.1111/jbi.70107
17,0.007858760009610583,1.1538392339751161e-4,0.0046425210819334315,0.17216084496541004,5.374432599505101e-4,0.33896096838316203,0.4689389155821559,0.0019885443348239143,2.0803219927508957e-4,0.004588586260280945,17,17,Population structure of the stingless bee (Tetragonula pagdeni Schwarz) in Thailand determined by cytochrome b and ATPase6–tRNAASP sequence analysis,2014,Scopus,Tetragonula,Tetragonula,Tetragonula,Indo-Australasian,Hypotrigonina,Indo-Australasian,Hypotrigonina,Tetragonula,1,INTERNATIONAL JOURNAL OF INTEGRATIVE BIOLOGY,
18,0.0017728855363038556,0.0023205627559401885,0.020151721736582046,2.5568402997679676e-4,5.728099831776106e-4,0.004109578121585367,8.359099174984417e-5,9.008657416290442e-4,0.9696252997729461,2.0700133010928716e-4,18,18,Loss and gain of gut bacterial phylotype symbionts in afrotropical stingless bee species (Apidae: Meliponinae),2021,Scopus,Multiple,Multiple,Dactylurina; Hypotrigona; Liotrigona; Meliponula,Afrotropical,Hypotrigonina,Afrotropical,Hypotrigonina,Dactylurina; Hypotrigona; Liotrigona; Meliponula,4,MICROORGANISMS,10.3390/microorganisms9122420
19,0.004606027929170816,0.005505539516252335,0.9483878019027485,0.002559526630960817,1.7857780779411848e-4,0.012572013490187677,0.011084056975987324,0.007266814932487658,0.005997400089574621,0.0018422407248357023,19,19,First detection of honey bee viruses in stingless bees in North America,2015,Scopus,Scaptotrigona,Scaptotrigona,Scaptotrigona,Neotropical,Meliponina,Neotropical,Meliponina,Scaptotrigona,1,JOURNAL OF APICULTURAL RESEARCH,10.1080/00218839.2015.1100154
20,8.211191897103982e-5,4.926510260692636e-4,3.6708112024715257e-4,2.1475092444399887e-5,0.0027492901455581703,0.005370167314765158,0.008438203548764558,0.0025350066007974576,0.0010082670814892624,0.9789357461508936,20,20,Biochemical genetic differentiation in the Trigona atripes species group of Malaysian stingless bees (insecta: hymenoptera: apidae),1991,Scopus,Trigona,Trigona,Trigona,Neotropical,Meliponina,Neotropical,Meliponina,Trigona,1,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY -- PART B: BIOCHEMISTRY AND,10.1016/0305-0491(91)90345-e
21,0.013543291272212191,2.3709720951747991e-4,0.06254445128550554,0.01350975347050973,5.909622862634382e-4,0.2831643881213309,0.5691172202148229,0.036251652963611,0.0021291947602325866,0.018911988415994223,21,21,Genetic variability of melipona subnitida (hymenoptera: Apidae) in introduced and native populations,2018,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,JOURNAL OF INSECT SCIENCE,10.1093/jisesa/iey089
22,0.0012624867553526606,4.325202612679336e-4,0.001680041028029907,0.001200978084957796,5.704799106941895e-4,4.019147623921752e-4,0.001819743234216268,0.989372071528176,0.0019306109263705071,0.001329153508542821,22,22,"Exploring integument transcriptomes, cuticle ultrastructure, and cuticular hydrocarbons profiles in eusocial and solitary bee species displaying heterochronic adult cuticle maturation",2019,Scopus,Frieseomelitta,Frieseomelitta,Frieseomelitta,Neotropical,Meliponina,Neotropical,Meliponina,Frieseomelitta,1,PLOS ONE,10.1371/journal.pone.0213796
23,0.003757420409538679,7.519494004501296e-4,0.001552658067246333,0.9788966815229341,0.0029395052191781043,0.006905569150111313,3.670341553698147e-4,0.00465293820805139,1.1231069631738899e-4,6.393317080248911e-5,23,23,"The nuclear and mitochondrial genome assemblies of Tetragonisca angustula (Apidae: Meliponini), a tiny yet remarkable pollinator in the Neotropics",2024,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,Neotropical,Meliponina,Neotropical,Meliponina,Tetragonisca,1,BMC GENOMICS,10.1186/s12864-024-10502-z
24,0.004917140918239999,2.184106988112484e-4,0.010781010260897067,0.0016695853076291224,0.0015243583202277783,0.007165127850229536,0.20609371496397935,0.7225029190399185,0.0024331246561344806,0.042694607983932834,24,24,Relatedness and dispersal distance of eusocial bee males on mating swarms,2016,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,Neotropical,Meliponina,Neotropical,Meliponina,Tetragonisca,1,ENTOMOLOGICAL SCIENCE,10.1111/ens.12195
25,0.007573508554001879,5.556416813262048e-5,0.0031366937669396596,0.002541593047235718,0.0018079116963923237,0.4820421303601498,0.42882993170082095,0.0016987641207464406,4.1108719303835573e-4,0.07190281539254222,25,25,Intraspecific variation in the stingless bee Melipona beecheii assessed with PCR-RFLP of the ITS1 ribosomal DNA,2009,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,APIDOLOGIE,10.1051/apido/2009036
26,0.0022428798907858376,6.887484494495709e-4,0.0033127220567325437,0.001560745808731917,0.0012985789155951786,0.0012509737114199978,0.00638452045461891,0.9746526362222989,0.0026551053562912422,0.005953089134076168,26,26,Intraspecific queen parasitism in a highly eusocial bee,2011,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,BIOLOGY LETTERS,10.1098/rsbl.2010.0819
27,0.010075087952561242,6.317610955868407e-6,0.028434255567830205,0.0015004793733720005,2.174414738304539e-4,0.7736359628699268,0.17937510762619296,3.931097193916932e-4,3.8765378213882485e-4,0.005974584023799778,27,27,Identification of stingless bees (Hymenoptera: Apidae) in Kenya using morphometrics and DNA barcoding; [Identificación de las abejas sin aguijón (Hymenoptera: Apidae) en Kenia usando morfometría y ADN barcoding (código de barras molecular)],2017,Scopus,Multiple,Multiple,Dactylurina; Meliponula; Plebeina,Afrotropical,Hypotrigonina,Afrotropical,Hypotrigonina,Dactylurina; Meliponula; Plebeina,3,JOURNAL OF APICULTURAL RESEARCH,10.1080/00218839.2017.1327939
28,0.21514700537989415,9.095993460699065e-4,8.668385988271468e-4,0.026164910935925656,0.6645810512271929,0.07923263208763352,0.0074970182681014744,0.0013608264920329778,8.825228811245453e-4,0.0033575947831974303,28,28,"Chromosome Evolution in the Genus Partamona (Apidae: Meliponini), with Comments on B Chromosome Origin",2022,Scopus,Partamona,Partamona,Partamona,Neotropical,Meliponina,Neotropical,Meliponina,Partamona,1,CYTOGENETIC AND GENOME RESEARCH,10.1159/000520552
29,0.00137978617230591,0.002267106189396182,0.013578649411732273,0.003175282862250244,0.0010502818626550274,0.8441513808019914,0.015635342047716154,0.0011928255927033226,0.001218653554219918,0.1163506915050296,29,29,Mitochondrial polymorphism in tetragonisca angustula and tetragonisca weyrauchi (Apidae) in northern Brazil,2020,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,Neotropical,Meliponina,Neotropical,Meliponina,Tetragonisca,1,GENETICS AND MOLECULAR RESEARCH,10.4238/gmr18495
30,0.7451399741467251,2.822636251573802e-4,0.0022158066392790818,0.004959583879402,0.15373248614394608,0.009554883374031516,0.06991878559511697,0.009243454391262944,0.0017169943302503886,0.00323576787482875,30,30,"Genome size estimation of three stingless bee species (Hymenoptera, Meliponinae) by flow cytometry",2009,Scopus,Multiple,Multiple,Melipona; Scaptotrigona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona; Scaptotrigona,2,APIDOLOGIE,10.1051/apido/2009030
31,0.0040212391547934725,0.001142785301427049,4.031610089828081e-4,0.0011359795254687565,0.8606286716885675,0.0074274035692516015,0.008136948377994377,0.003802839186160409,0.0019090917559807668,0.11139188043137331,31,31,Karyotype description of cephalotrigona femorata Smith (Hymenoptera: Apidae) and the C-banding pattern as a specific marker for Cephalotrigona,2013,Scopus,Cephalotrigona,Other_rare_genera,Cephalotrigona,Neotropical,Meliponina,Neotropical,Meliponina,Cephalotrigona,1,SOCIOBIOLOGY,10.13102/sociobiology.v60i1.125-127
32,0.3048151829741856,4.4783297838968676e-4,6.461650737695474e-4,0.0033722263126200057,0.6744311923829984,0.002767575767138484,0.007366558780394859,0.003466393696825969,0.0012816916338217813,0.0014051803998558815,32,32,An intraspecific origin of B chromosomes in Tetragonisca fiebrigi (Apidae: Meliponini) inferred from cytogenetic and nuclear genome size data,2026,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,Neotropical,Meliponina,Neotropical,Meliponina,Tetragonisca,1,SCIENTIFIC REPORTS,10.1038/s41598-026-39709-8
33,0.005163637159095733,1.714820051933047e-4,0.10477042367097239,1.0818403552443125e-4,6.023624873150293e-4,0.008242429486785559,0.7928680145543928,0.005438911573309683,0.049273739949387614,0.03336081507802319,33,33,"Does beekeeping reduce genetic variability in Melipona scutellaris (Apidae, Meliponini)?",2009,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,GENETICS AND MOLECULAR RESEARCH : GMR,10.4238/vol8-2kerr006
34,0.0020121416452482904,9.409900785612897e-4,0.0036129522689592602,3.7240494153295453e-4,0.006278124261455984,0.10792731046385255,0.10814794361786885,0.0045124825737671796,0.013151763861350134,0.7530438862874035,34,34,"Genetic analysis of Melipona quadrifasciata LEP. (Hymenoptera: Apidae, Meliponinae) with RAPD markers",2002,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,BRAZILIAN JOURNAL OF BIOLOGY,10.1590/s1519-69842002000500022
35,4.0240738305062195e-4,0.9869631297333326,0.003801066322203531,0.0029263237997204997,1.4454295640256907e-4,0.0018476636223466786,1.0357399424559128e-5,3.1949553896771203e-4,0.0034768672735294246,1.0814597102235863e-4,35,35,Quantification of bioactive components and evaluation of microbial community and antibacterial activity from Heterotrigona itama and Tetrigona binghami honeys,2023,Scopus,Heterotrigona,Heterotrigona,Heterotrigona,Indo-Australasian,Hypotrigonina,Indo-Australasian,Hypotrigonina,Heterotrigona,1,INTERNATIONAL JOURNAL OF FOOD SCIENCE AND TECHNOLOGY,10.1111/ijfs.16325
36,0.00553240039606426,0.00329619174045962,0.024991938152318583,0.008555535333258847,5.978525545588393e-4,0.10857136941808643,0.019477147611729206,0.5199328874256115,0.30026794862687173,0.008776728741041325,36,36,Evaluation of reference genes for gene expression analysis by real-time quantitative PCR (qPCR) in three stingless bee species (Hymenoptera: Apidae: Meliponini),2019,Scopus,Multiple,Multiple,Frieseomelitta; Melipona; Scaptotrigona,Neotropical,Meliponina,Neotropical,Meliponina,Frieseomelitta; Melipona; Scaptotrigona,3,SCIENTIFIC REPORTS,10.1038/s41598-019-53544-0
37,0.013594027361565465,7.007400923655229e-4,0.0018061832529955855,0.028533722370496725,0.6848507209558434,0.08708122608548297,0.07394272127208686,0.017273672948490103,0.001878998481376071,0.090337987179297,37,37,"Comparative study on the physical mapping of ribosomal genes and repetitive sequences in Friesella schrottkyi (Friese 1900) (Hymenoptera: Apidae, Meliponini)",2021,Scopus,Friesella,Other_rare_genera,Friesella,Neotropical,Meliponina,Neotropical,Meliponina,Friesella,1,ZOOLOGISCHER ANZEIGER,10.1016/j.jcz.2021.04.006
38,5.751978519980334e-4,0.006546440166914319,0.004567932796940818,5.518820587363403e-5,0.005376111677276722,0.00830389366195506,0.00971940343929748,0.009765059569904528,0.4780603615961124,0.47703041103372706,38,38,Isoenzymes and cytochemical analysis in Tetragonisca angustula and Tetragonisca fiebrigi after herbicide contamination,2011,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,Neotropical,Meliponina,Neotropical,Meliponina,Tetragonisca,1,SOCIOBIOLOGY,
39,0.6442188009182385,0.0010468039041358805,0.002678677691824065,0.02137251389878182,0.2678150811392312,0.006062816257254957,0.016550455527969882,0.03628294152343974,0.002396125492807339,0.0015757836463166609,39,39,"Genome size diversity in stingless bees (Hymenoptera: Apidae, Meliponini)",2012,Scopus,Multiple,Multiple,Melipona; Paratrigona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona; Paratrigona,2,APIDOLOGIE,10.1007/s13592-012-0145-x
40,0.005327848004313472,0.0011370362730807229,0.002825278470042885,0.8032011462796452,0.0037379382137461563,0.17637426915354343,0.003133564601526054,0.0028622510281469653,2.039411053364566e-4,0.0011967268706183664,40,40,"The complete mitochondrial genome of Trigonisca nataliae (Hymenoptera, Apidae) assemblage reveals heteroplasmy in the control region",2023,Scopus,Multiple,Multiple,Melipona; Trigonisca,Neotropical,Meliponina,Neotropical,Meliponina,Trigonisca,1,GENE,10.1016/j.gene.2023.147621
41,1.5530334292737294e-4,8.676556391740848e-4,6.728223846685001e-4,4.274703456792742e-5,0.003972649552017797,0.006802861646867138,0.011206212341831808,0.005535111078466382,0.0018388499496468991,0.968905787029832,41,41,Glycerol-3-phosphate dehydrogenase (G-3-PDH; EC 1.1.1.8) variation in Brazilian stingless bees and in wasp species,1991,Scopus,Tetragona,Other_rare_genera,Tetragona,Neotropical,Meliponina,Neotropical,Meliponina,Tetragona,1,BIOCHEMICAL GENETICS,10.1007/bf00590105
42,0.014931298873784702,4.553979067027855e-6,0.002536384868987357,0.0011231357517591796,8.09441951507564e-4,0.045093827405166556,0.9258340550779354,0.0019835023295070035,1.7614350137003625e-4,0.007507656260914898,42,42,Genetic and phenotypic differentiation in endemic Scaptotrigona hellwegeri (Apidae: Meliponini): Implications for the conservation of stingless bee populations in contrasting environments,2012,Scopus,Scaptotrigona,Scaptotrigona,Scaptotrigona,Neotropical,Meliponina,Neotropical,Meliponina,Scaptotrigona,1,INSECT CONSERVATION AND DIVERSITY,10.1111/j.1752-4598.2011.00179.x
43,0.004269361746733662,0.0024380027410948442,0.0017857584022413727,0.004775558151219717,0.09727367484231224,0.0034102062989171274,0.0068085671265855985,0.8278732810734861,0.0031086857927244927,0.048256903824684796,43,43,Sequence and expression pattern of the germ line marker vasa in honey bees and stingless bees,2009,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572009005000043
44,2.4576402932768865e-4,0.0014960156002711584,0.0011076768624879577,1.1392727482273764e-4,0.004633829059860429,0.007073272639323712,0.012202042401812968,0.033396846528139096,0.0025434771832970825,0.9371871484206572,44,44,Evidence of hybridization between two species of Melipona bees,2000,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572000000100014
45,0.007019155875592128,8.727668233110561e-5,0.0038833575685833207,0.09413234725177627,4.429680975578556e-4,0.34210330263868144,0.5449018466562018,0.0014892423530765018,1.95731955487533e-4,0.005744770920711856,45,45,Genetic differentiation of the stingless bee tetragonula pagdeni in Thailand using SSCP analysis of a large subunit of mitochondrial ribosomal DNA,2011,Scopus,Tetragonula,Tetragonula,Tetragonula,Indo-Australasian,Hypotrigonina,Indo-Australasian,Hypotrigonina,Tetragonula,1,BIOCHEMICAL GENETICS,10.1007/s10528-011-9425-9
46,0.023633616212574333,0.002079715257576998,0.004997950780049257,0.08833204794590825,0.031048320188682487,0.8115069327885065,0.01830722323896578,0.0026778037171844484,0.0011878366661615505,0.016228553204390497,46,46,Mitochondrial DNA restriction and genomic maps of seven species of Melipona (Apidae: Meliponini),2004,Scopus,Multiple,Multiple,Melipona; Scaptotrigona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,APIDOLOGIE,10.1051/apido:2004027
47,0.0015515225129993898,5.65369510783569e-4,0.0021957460210495217,0.0014401498274336309,7.767215655923856e-4,5.735883779044336e-4,0.0024957815749860703,0.9865301684437755,0.0018884401285663354,0.0019825120369088667,47,47,Reproductive potential shapes the expression of nurse-to-forager transition genes in the workers of stingless bees (Meliponini),2023,Scopus,Multiple,Multiple,Frieseomelitta; Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Frieseomelitta; Melipona,2,APIDOLOGIE,10.1007/s13592-023-01021-z
48,0.004457387722956998,0.0018537693169545428,0.008363711886163484,3.546811044417181e-4,4.6727177001774754e-4,0.006632242334519529,0.0514107342223512,0.002815278219993833,0.9191869330521865,0.0044579903704142654,48,48,"The composition of bacteria in gut and beebread of stingless bees (Apidae: Meliponini) from tropics Yunnan, China",2021,Scopus,Multiple,Multiple,Lepidotrigona; Tetragonula,Indo-Australasian,Hypotrigonina,Indo-Australasian,Hypotrigonina,Lepidotrigona; Tetragonula,2,"ANTONIE VAN LEEUWENHOEK, INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY",10.1007/s10482-021-01602-x
49,0.005199927488276822,4.707706646452901e-5,0.0031105975290718806,0.0012138294363437429,0.0024155134616570934,0.21914731266994056,0.6279987747211256,0.002564977972910473,5.031468540542444e-4,0.13779884280015514,49,49,"Genetic diversity of Melipona mandacaia, Smith 1863 in natural and rational breeding populations",2024,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,CURRENT SCIENCE,10.18520/cs/v126/i12/1479-1484
50,0.004884912989389925,0.0030274876900396146,0.28208278606344084,3.3598757457053134e-4,5.772507817512231e-4,0.004094480208551057,0.025504574884912302,0.010939656508294059,0.6642234565487614,0.004329406750288873,50,50,Longitudinal survey reveals delayed effects of low gene expression on stingless bee colony health,2022,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,JOURNAL OF APICULTURAL RESEARCH,10.1080/00218839.2021.1962123
51,0.7885591730325964,0.0035103329577790042,0.005603118078105204,0.16328540568433633,0.010760122035775546,0.014714637950715174,0.007353317545327024,0.003298495170230485,0.002838922388928052,7.647515620660015e-5,51,51,Conserved but mechanistically diverse piRNA defence against endogenous retroviruses in insects,2026,Scopus,Tetragonula,Tetragonula,Tetragonula,Indo-Australasian,Hypotrigonina,Indo-Australasian,Hypotrigonina,Tetragonula,1,EMBO REPORTS,10.1038/s44319-026-00741-4
52,0.5446525363064714,7.339397760083024e-4,0.0038695841430018267,0.012253348979505642,0.0016823970397040627,0.005149137650776233,0.07391992807291263,0.3545696808139572,0.002555899586157064,6.135476315060876e-4,52,52,Multi-Omic Analysis Reveals Population Differentiation and Signatures of Social Evolution in Tetragonula Stingless Bees,2025,Scopus,Tetragonula,Tetragonula,Tetragonula,Indo-Australasian,Hypotrigonina,Indo-Australasian,Hypotrigonina,Tetragonula,1,MOLECULAR ECOLOGY,10.1111/mec.17823
53,0.15261803525576823,4.500502398388801e-6,0.002477489549984242,2.884079233892717e-4,0.0016423657739411933,0.00402667736947233,0.8334513266932753,0.002999720501724487,3.529525231083223e-4,0.0021385239069382895,53,53,Fragmentation in the clouds? The population genetics of the native bee Partamona bilineata (Hymenoptera: Apidae: Meliponini) in the cloud forests of Guatemala,2017,Scopus,Partamona,Partamona,Partamona,Neotropical,Meliponina,Neotropical,Meliponina,Partamona,1,CONSERVATION GENETICS,10.1007/s10592-017-0950-x
54,0.009226002263741168,1.727864298998343e-4,0.0037930446446329544,0.0024505403079661853,0.005397434193438566,0.3986742947060786,0.3781542895558022,0.0030970009430560984,8.611078370572984e-4,0.19817349911832713,54,54,DNA barcoding reveals long-term speciation processes in subspecies of the Melipona (Michmelia) seminigra complex (Hymenoptera: Apidae),2022,Scopus,Melipona,Melipona,Melipona,Neotropical,Meliponina,Neotropical,Meliponina,Melipona,1,EUROPEAN JOURNAL OF ENTOMOLOGY,10.14411/eje.2022.032
